Signature;Name;Title;Position;RiskyMatch;SawyerNo;PASE_ID
"+ Odo archiepiscopus Dorobernensis annuente glorioso rege Eadredo consignaui.";"Odo";"Archbishop";"2";"FALSE";S 537;;
"+ Wlstanus archiepiscopus Eboracensium subnotando consensi.";"Wlstanus";"Archbishop";"3";"FALSE";S 537;;
"+ Ælfeah episcopus Wintoniensis firmaui.";"Ælfeah";"Bishop";"4";"FALSE";S 537;;
"+ Ego Wulstanus archiepiscopus Eboracensis devotus subnotavi .";"Wulstanus";"Archbishop";"1";"FALSE";S 538;;
"+ Ego Odo Dorobernensis archiepiscopus consilium et consensum meum ad istud dedi .";"Odo";"Archbishop";"2";"FALSE";S 538;;
"+ Ego Alfredus Schireburnensis episcopus affectavi .";"Alfredus";"Bishop";"3";"FALSE";S 538;;
"+ Ego Kinsius Lichfeldensis episcopus consensi .";"Kinsius";"Bishop";"4";"FALSE";S 538;;
"+ Ego Kinewaldus Wigornensis episcopus istud factum corroboravi .";"Kinewaldus";"Bishop";"5";"FALSE";S 538;;
"+ Ego Ceolwulfus Dorcascistrensis episcopus desideravi .";"Ceolwulfus";"Bishop";"6";"FALSE";S 538;;
"+ Ego Athelwoldus abbas Abendonensis approbavi .";"Athelwoldus";"Abbot";"7";"FALSE";S 538;;
"+ Ego Dunstanus abbas Glastoniæ multum adoptavi .";"Dunstanus";"Abbot";"8";"FALSE";S 538;;
"+ Ego Oslak dux ad instanciam domini mei regis collaudavi .";"Oslak";"Dux";"9";"FALSE";S 538;;
"+ Ego Brithnodus dux commendavi .";"Brithnodus";"Dux";"10";"FALSE";S 538;;
"+ Ego Alcinus comes favi .";"Alcinus";"Comes";"11";"FALSE";S 538;;
"+ Ego Aigulfus comes consignavi .";"Aigulfus";"Comes";"12";"FALSE";S 538;;
"+ Ego Radbodus comes consensum dedi .";"Radbodus";"Comes";"13";"FALSE";S 538;;
"+ Ego Bingulf vicedominus consului .";"Bingulf";"unknown";"14";"FALSE";S 538;;
"+ Ego Alfred vicecomes audivi .";"Alfred";"unknown";"15";"FALSE";S 538;;
"+ Ego ffarceus minister interfui .";"ffarceus";"Minister";"16";"FALSE";S 538;;
"+ Ego Sigeus minister auscultavi .";"Sigeus";"Minister";"17";"FALSE";S 538;;
"+ Ego Athelwardus minister aspexi .";"Athelwardus";"Minister";"18";"FALSE";S 538;;
"+ Ego Turketus licet minister inutilis finem cernens mei propositi , ob cujus rei gratiam æternum Deum laudo per omnia , et licet sero veniens sub habitu monachali , et animo contrito jugo sæculari meipsum submisi , ut saltem sic senectutis meæ feces creatori meo cogar immolare .";"Turketus";"Minister";"19";"FALSE";S 538;;
"Ego . Eadredus Rex Anglorum prefatam donat]ionem sub sigillo sanctæ crucis";"Eadredus";"Sovereign";"1";"FALSE";S 540;;
"Ego . Eadgifu . ejusdem regis mater cum sigil]lo sanctæ crucis";"Eadgifu";"unknown";"2";"FALSE";S 540;;
"Ego Oda . Dorobernensis æcclesiæ archiepiscopus ejusde]m principatum et benevolentiam cum sigillo sanctæ crucis confirmavi";"Oda";"Archbishop";"3";"FALSE";S 540;;
"Ego . Vulfstan archoni divine servitutis offici]o mancipatus Eboraci civitatis archiepiscopus sigillum sanctæ crucis";"Vulfstan";"Archbishop";"4";"FALSE";S 540;;
"Ego . Þeodred . Lundoniensis æcclesiæ episcopus corroboravi .";"Þeodred";"Bishop";"5";"FALSE";S 540;;
"Ego Æðelgar episcopus . confirmavi .";"Æðelgar";"Bishop";"6";"FALSE";S 540;;
"Ego . Ælfheah . Wintoniensis æcclesiæ episcopus testudinem sanctæ";"Ælfheah";"Bishop";"7";"FALSE";S 540;;
"Ego . Cenwald episcopus consensi .";"Cenwald";"Bishop";"8";"FALSE";S 540;;
"Ego . Ælfric . episcopus consig]navi .";"Ælfric";"Bishop";"9";"FALSE";S 540;;
"Ego Ælfred episcopus corroboravi .";"Ælfred";"Bishop";"10";"FALSE";S 540;;
"Æðelstan dux .";"Æðelstan";"Dux";"11";"FALSE";S 540;;
"Eadric dux .";"Eadric";"Dux";"12";"FALSE";S 540;;
"Ealhhelm dux .";"Ealhhelm";"Dux";"13";"FALSE";S 540;;
"Æðelmund . dux .";"Æðelmund";"Dux";"14";"FALSE";S 540;;
"Ælfgar dux .";"Ælfgar";"Dux";"15";"FALSE";S 540;;
"Eadmund m[i]nister .";"Eadmund";"Minister";"16";"FALSE";S 540;;
"Ælfstan [mi]nister .";"Ælfstan";"Minister";"17";"FALSE";S 540;;
"Uulfric minister .";"Uulfric";"Minister";"18";"FALSE";S 540;;
"Ælfsige minister .";"Ælfsige";"Minister";"19";"FALSE";S 540;;
"Æðelnoð minister .";"Æðelnoð";"Minister";"20";"FALSE";S 540;;
"Ælfred minister .";"Ælfred";"Minister";"21";"FALSE";S 540;;
"+ Ego Eadredus rex Anglorum prefatam donationem sub sigillo sancte crucis indeclinabiliter consensi atque roboraui.";"Eadredus";"Sovereign";"1";"FALSE";S 542;;
"+ Ego Eadgifu eiusdem regis mater cum sigillo sancte crucis confirmaui.";"Eadgifu";"unknown";"2";"FALSE";S 542;;
"+ Ego Oda Dorobernensis ecclesie archiepiscopus eiusdem regis principatum et beniuolentiam sub sigillo sancte crucis conclusi.";"Oda";"Archbishop";"3";"FALSE";S 542;;
"+ Ego Wulfstanus archons diuine seruitutis officio mancipatus Eborace ciuitatis archiepiscopus sigillum sancte crucis impressi.";"Wulfstanus";"Archbishop";"4";"FALSE";S 542;;
"+ Ego Þeodred Lundoniensis episcopus corroboraui.";"Þeodred";"Bishop";"5";"FALSE";S 542;;
"+ Ego Ælfheah Wuintoniensis ecclesie episcopus testudinem sancte crucis subscripsi et confirmaui.";"Ælfheah";"Bishop";"6";"FALSE";S 542;;
"+ Ego Cenwuald episcopus confirmaui.";"Cenwuald";"Bishop";"7";"FALSE";S 542;;
"+ Ego Ælfric episcopus consignaui.";"Ælfric";"Bishop";"8";"FALSE";S 542;;
"+ Ego Æþelgar episcopus confirmaui.";"Æþelgar";"Bishop";"9";"FALSE";S 542;;
"+ Ego Ælfred episcopus corroboraui.";"Ælfred";"Bishop";"10";"FALSE";S 542;;
"+ Ego Wulfsige episcopus conclusi.";"Wulfsige";"Bishop";"11";"FALSE";S 542;;
"+ Ego Æþelstan dux consensi.";"Æþelstan";"Dux";"12";"FALSE";S 542;;
"+ Ego Eadric dux consensi.";"Eadric";"Dux";"13";"FALSE";S 542;;
"+ Ego Æþelstan dux consensi.";"Æþelstan";"Dux";"14";"FALSE";S 542;;
"+ Ego Ealhhelm dux consensi.";"Ealhhelm";"Dux";"15";"FALSE";S 542;;
"+ Ego Aþelmund dux consensi.";"Aþelmund";"Dux";"16";"FALSE";S 542;;
"+ Ego Ælfgar dux consensi.";"Ælfgar";"Dux";"17";"FALSE";S 542;;
"+ Ego Eadmund minister consensi.";"Eadmund";"Minister";"18";"FALSE";S 542;;
"+ Ego Ælfstan minister consensi.";"Ælfstan";"Minister";"19";"FALSE";S 542;;
"+ Ego Wulfric minister consensi.";"Wulfric";"Minister";"20";"FALSE";S 542;;
"+ Ego Ælfsige minister consensi.";"Ælfsige";"Minister";"21";"FALSE";S 542;;
"+ Ego Æþelgeard minister consensi.";"Æþelgeard";"Minister";"22";"FALSE";S 542;;
"+ Ego Æþelnoþ minister consensi.";"Æþelnoþ";"Minister";"23";"FALSE";S 542;;
"+ Ego Ælfric minister consensi.";"Ælfric";"Minister";"24";"FALSE";S 542;;
"+ Ego Ælfred minister consensi.";"Ælfred";"Minister";"25";"FALSE";S 542;;
"+ Ego Æþelsige minister consensi.";"Æþelsige";"Minister";"26";"FALSE";S 542;;
"Ego Eadredus rex Anglorum prefatam donationem sub sigillo sancte crucis indeclinabiliter consensi atque roboravi .";"Eadredus";"Sovereign";"1";"FALSE";S 543;;
"[E]go Ælfheah Wintoniensis ecclesie episcopus testudinem sancte crucis subscripsi et confirmavi .";"Ælfheah";"Bishop";"2";"FALSE";S 543;;
"[E]go Ælfric episcopus consensum prebui figens crucem .";"Ælfric";"Bishop";"3";"FALSE";S 543;;
"Ego Æþelgar episcopus crucis vexillo corroboravi .";"Æþelgar";"Bishop";"4";"FALSE";S 543;;
"Ego Ælfred episcopus confirmavi vexillum crucis .";"Ælfred";"Bishop";"5";"FALSE";S 543;;
"Ego Wulfsige episcopus crucis modum depinxi .";"Wulfsige";"Bishop";"6";"FALSE";S 543;;
"Æþelstan dux .";"Æþelstan";"Dux";"7";"FALSE";S 543;;
"Eadmund dux .";"Eadmund";"Dux";"8";"FALSE";S 543;;
"Aeþelmund dux .";"Aeþelmund";"Dux";"9";"FALSE";S 543;;
"Ealhhelm dux .";"Ealhhelm";"Dux";"10";"FALSE";S 543;;
"Wulfric minister .";"Wulfric";"Minister";"11";"FALSE";S 543;;
"Aelfsige minister .";"Aelfsige";"Minister";"12";"FALSE";S 543;;
"Wulfric minister .";"Wulfric";"Minister";"13";"FALSE";S 543;;
"Aeþelgeard minister .";"Aeþelgeard";"Minister";"14";"FALSE";S 543;;
"Wulfric minister .";"Wulfric";"Minister";"15";"FALSE";S 543;;
"Byrhtferþ minister .";"Byrhtferþ";"Minister";"16";"FALSE";S 543;;
"Aelfric minister .";"Aelfric";"Minister";"17";"FALSE";S 543;;
"Aelfred minister .";"Aelfred";"Minister";"18";"FALSE";S 543;;
"Aelfheah minister .";"Aelfheah";"Minister";"19";"FALSE";S 543;;
"Eadred rex et rector";"Eadred";"Sovereign";"1";"FALSE";S 544;;
"Oda aercabis[cop]";"Oda";"None";"2";"FALSE";S 544;;
"Wulfstan archiepiscopus";"Wulfstan";"Archbishop";"3";"FALSE";S 544;;
"Þeodred pontifex";"Þeodred";"unknown";"4";"FALSE";S 544;;
"Ælfheh presul";"Ælfheh";"Priest";"5";"FALSE";S 544;;
"Ælfric";"Ælfric";"None";"6";"FALSE";S 544;;
"Wulfsige episcopi";"Wulfsige";"Bishop";"7";"FALSE";S 544;;
"Æþelgar pontifex";"Æþelgar";"unknown";"8";"FALSE";S 544;;
"KOENWALD monachus";"KOENWALD";"unknown";"9";"FALSE";S 544;;
"Wulfhelm bis[cop]";"Wulfhelm";"Bishop";"10";"FALSE";S 544;;
"Cynsige consul";"Cynsige";"unknown";"11";"FALSE";S 544;;
"Aldred episcopus";"Aldred";"Bishop";"12";"FALSE";S 544;;
"Æþelwald presul pontificale cum augusto eulogium iubilando dogmatizaui";"Æþelwald";"Priest";"13";"FALSE";S 544;;
"Howæl regulus";"Howæl";"unknown";"14";"FALSE";S 544;;
"Morcant";"Morcant";"None";"15";"FALSE";S 544;;
"Cadmon";"Cadmon";"None";"16";"FALSE";S 544;;
"Osulf ad Bebb' hehgr'";"Osulf";"None";"17";"FALSE";S 544;;
"Æþelstan dux";"Æþelstan";"Dux";"18";"FALSE";S 544;;
"Urm eorl";"Urm";"unknown";"19";"FALSE";S 544;;
"Coll";"Coll";"None";"20";"FALSE";S 544;;
"Alhhelm comes";"Alhhelm";"Comes";"21";"FALSE";S 544;;
"Uhtred eorl";"Uhtred";"unknown";"22";"FALSE";S 544;;
"Grim";"Grim";"None";"23";"FALSE";S 544;;
"Æþelmund alderman";"Æþelmund";"unknown";"24";"FALSE";S 544;;
"Eadric princeps";"Eadric";"unknown";"25";"FALSE";S 544;;
"Ælfgar comes";"Ælfgar";"Comes";"26";"FALSE";S 544;;
"Ælfstan miles";"Ælfstan";"Miles";"27";"FALSE";S 544;;
"Eadmund þegn";"Eadmund";"None";"28";"FALSE";S 544;;
"Ælfsige miles";"Ælfsige";"Miles";"29";"FALSE";S 544;;
"Wulfric þegn";"Wulfric";"None";"30";"FALSE";S 544;;
"Wigstan abbud";"Wigstan";"Abbot";"31";"FALSE";S 544;;
"Aldredus Dunstan abb'";"Aldredus Dunstan";"Abbot";"32";"FALSE";S 544;;
"Eadhelmus";"Eadhelmus";"None";"33";"FALSE";S 544;;
"Æþelgeard";"Æþelgeard";"None";"34";"FALSE";S 544;;
"Berhtsige miles";"Berhtsige";"Miles";"35";"FALSE";S 544;;
"Æþelmær preses";"Æþelmær";"Priest";"36";"FALSE";S 544;;
"Ælfheah miles";"Ælfheah";"Miles";"37";"FALSE";S 544;;
"Eadsige";"Eadsige";"None";"38";"FALSE";S 544;;
"+ Ego Eadredus rex primus regali manu confirmo .";"Eadredus";"Sovereign";"1";"FALSE";S 545;;
"+ Signum Eadgifu genitricis eiusdem regis .";"Eadgifu";"None";"2";"FALSE";S 545;;
"+ Ego Oda Dorobernensis ecclesie archiepiscopus corroboro .";"Oda";"Archbishop";"3";"FALSE";S 545;;
"+ Ego Wulfstanus Eboracae ciuitatis archiepiscopus adfirmo .";"Wulfstanus";"Archbishop";"4";"FALSE";S 545;;
"+ Ego Þeodred Lundoniensis episcopus contestor .";"Þeodred";"Bishop";"5";"FALSE";S 545;;
"+ Ego Ælfeh Wintoniensis episcopus consigno .";"Ælfeh";"Bishop";"6";"FALSE";S 545;;
"+ Ego Ælfsige episcopus consencio .";"Ælfsige";"Bishop";"7";"FALSE";S 545;;
"+ Ego Ælfric episcopus delibero .";"Ælfric";"Bishop";"8";"FALSE";S 545;;
"+ Ego Æþelgar episcopus desidero .";"Æþelgar";"Bishop";"9";"FALSE";S 545;;
"+ Ego Ælfric episcopus cupio .";"Ælfric";"Bishop";"10";"FALSE";S 545;;
"+ Ego Eadred rex divina protegente gratia Albionis summam presidens agiæ crucis hanc cartulam notamine perstrinxi ;";"Eadred";"Sovereign";"1";"FALSE";S 546;;
"Ego Odo archiepiscopus . metropolitano presidens gubernamina hoc donum regia concessum munificentiæ signo crucis fixi ;";"Odo";"Archbishop";"2";"FALSE";S 546;;
"Ego Wulfstan archiepiscopus metropolici honoris fastigio Eboracensi civitate suffultus huic largitate crucem asscripsi ;";"Wulfstan";"Archbishop";"3";"FALSE";S 546;;
"Ego Ælfheah episcopus Uuintanensis æcclesie hoc donum signo crucis confirmavi ;";"Ælfheah";"Bishop";"4";"FALSE";S 546;;
"Ego Ætehelgar Cridienensis æcclesiæ presul hanc largitatem corroboravi ;";"Ætehelgar";"unknown";"5";"FALSE";S 546;;
"Ego Ælfric episcopus huius donationis constipulator signum crucis depinxi ;";"Ælfric";"Bishop";"6";"FALSE";S 546;;
"Ego Wulfsige episcopus huius largiflui muneris domum regno salubri adnotavi ;";"Wulfsige";"Bishop";"7";"FALSE";S 546;;
"Ego Theodred episcopus prodigum hanc inpensionem patibuli confirmatu addidi ;";"Theodred";"Bishop";"8";"FALSE";S 546;;
"Ego Ælfred episcopus hoc Deo instigante donum crucis Christi constipulatu munivi ;";"Ælfred";"Bishop";"9";"FALSE";S 546;;
"Ego Birhtsige episcopus huiuscæ donationis corroborationem contuli ;";"Birhtsige";"Bishop";"10";"FALSE";S 546;;
"+ Ego Coenwald episcopus consensu adibui ;";"Coenwald";"Bishop";"11";"FALSE";S 546;;
"+ Ego Cynesige episcopus unamitatem prebui .";"Cynesige";"Bishop";"12";"FALSE";S 546;;
"+ Ego Uulfhelm episcopus permissionem profudi .";"Uulfhelm";"Bishop";"13";"FALSE";S 546;;
"+ Ego Eadhelm abbas devotus in hoc prestiti ;";"Eadhelm";"Abbot";"14";"FALSE";S 546;;
"+ Ego Osulf dux consensi et humiliter asstiti .";"Osulf";"Dux";"15";"FALSE";S 546;;
"+ Ego Eadmund dux libens consilio aderam .";"Eadmund";"Dux";"16";"FALSE";S 546;;
"+ Ego Æðelstan dux prumto animo consensi .";"Æðelstan";"Dux";"17";"FALSE";S 546;;
"+ Ego Eadgifu regis genetrix prefati animo hanc prefatam letabundo in Christo largitionem ob optabilem remunerationem concessam signi corroboratione saltiferi humillime consignavi :~";"Eadgifu";"unknown";"18";"FALSE";S 546;;
"+ Ego Dunstan indignus abbas rege Eadredo imperante hanc domino meo hereditariam kartulam dictitando conposui et propriis digitorum articulis perscripsi ;~";"Dunstan";"Abbot";"19";"FALSE";S 546;;
"Ego Eadredus rex Anglorum præfatam donationem sub sigillo sancte crucis";"Eadredus";"Sovereign";"1";"FALSE";S 547;;
"Ego Wulfstanus archons divine servitutis officio mancipatus Eborace civitatis archiepiscopus sigillum sancte crucis";"Wulfstanus";"Archbishop";"2";"FALSE";S 547;;
"Ego Ælfheah Wintaniensis ecclesie episcopus testitudinem sancte crucis";"Ælfheah";"Bishop";"3";"FALSE";S 547;;
"Ego Cenwald episcopus";"Cenwald";"Bishop";"4";"FALSE";S 547;;
"Ego Ælfric episcopus";"Ælfric";"Bishop";"5";"FALSE";S 547;;
"Ego Aeþelgar episcopus";"Aeþelgar";"Bishop";"6";"FALSE";S 547;;
"Ego Ælfred episcopus";"Ælfred";"Bishop";"7";"FALSE";S 547;;
"Æþelstan dux";"Æþelstan";"Dux";"8";"FALSE";S 547;;
"Eadric dux";"Eadric";"Dux";"9";"FALSE";S 547;;
"Æþelstan dux";"Æþelstan";"Dux";"10";"FALSE";S 547;;
"Ealhhelm dux";"Ealhhelm";"Dux";"11";"FALSE";S 547;;
"Eadmund minister";"Eadmund";"Minister";"12";"FALSE";S 547;;
"Ælfstan minister";"Ælfstan";"Minister";"13";"FALSE";S 547;;
"Wulfric minister";"Wulfric";"Minister";"14";"FALSE";S 547;;
"Ælfsige minister";"Ælfsige";"Minister";"15";"FALSE";S 547;;
"Wulfric minister";"Wulfric";"Minister";"16";"FALSE";S 547;;
"Æþelgeard minister";"Æþelgeard";"Minister";"17";"FALSE";S 547;;
"Ælfric minister";"Ælfric";"Minister";"18";"FALSE";S 547;;
"Æþelnoþ minister";"Æþelnoþ";"Minister";"19";"FALSE";S 547;;
"Eadred rex rite Anglorum gloriosissimus";"Eadred";"Sovereign";"1";"FALSE";S 548;;
"rectorque Noþhanhimbra";"Noþhanhimbra";"unknown";"2";"FALSE";S 548;;
"miles iste Vhtred";"Vhtred";"Miles";"3";"FALSE";S 548;;
"dux modeste";"modeste";"Dux";"4";"FALSE";S 548;;
"+ Adest namque dominice incarnacionis annus arithmetica ratione nongentesimus et quadragesimum nonus . in quo denique anno Eadred regali gubernaculo galeatus cum consensu optimatum hanc cartulam consignauit .";"Eadred";"Sovereign";"1";"FALSE";S 549;;
"+ Oda quoque ærcabissop .";"Oda";"Bishop";"2";"FALSE";S 549;;
"+ atque Wulfstan archapresul .";"Wulfstan";"Archbishop";"3";"FALSE";S 549;;
"+ Theodredus episcopus consignavi .";"Theodredus";"Bishop";"4";"FALSE";S 549;;
"+ Æðelfled consiliarius consignavi .";"Æðelfled";"unknown";"5";"FALSE";S 549;;
"+ Ælfred . presul consignavi .";"Ælfred";"unknown";"6";"FALSE";S 549;;
"+ . Ældric antistes . consignavi .";"Ældric";"unknown";"7";"FALSE";S 549;;
"+ Wulfsige pontifex consignavi .";"Wulfsige";"Bishop";"8";"FALSE";S 549;;
"+ Æþelgar . ond Koenwald pontifices . consignaverunt .";"Æþelgar";"Bishop";"9";"FALSE";S 549;;
"+ Æþelgar . ond Koenwald pontifices . consignaverunt .";"Koenwald";"Bishop";"10";"FALSE";S 549;;
"+ Wulfhelm biscup consignavi .";"Wulfhelm";"Bishop";"11";"FALSE";S 549;;
"+ Cyncige episcopus . consignavi .";"Cyncige";"Bishop";"12";"FALSE";S 549;;
"+ . Ældred et Æþelwald scripserunt pontificali auctoritate concordantes .";"Ældred";"None";"13";"FALSE";S 549;;
"+ . Ældred et Æþelwald scripserunt pontificali auctoritate concordantes .";"Æþelwald";"None";"14";"FALSE";S 549;;
"+ . Eya . et ceteri duces . abbates . ministri . et milites . xxv . Tali videlicet stabilitate nobilium notum sit hunc codicellum legentibus quod rex prefatus tercio annorum laterculo quo regalia sublimauit diademata paschali sollempnitate in villa famosissima que uulgari uocabulo Sumurtun nuncupatur deo concedente triumphali signaculo hoc prerogatiuum perpetualiter prefruentibus roborauit .";"Eya";"None";"15";"FALSE";S 549;;
"Eadredus rex Anglorum gloriosimus rectorque Norþanhymbra et paganorum imperator Brittonumque propugnator intimare Quem rex regum omnipotens regali gubernaculon? conflagravit";"Eadredus";"Sovereign";"1";"FALSE";S 550;;
"Quique rex confert alacriter larga lucra lictoribus ut deinceps accipiat caritatis charismata";"Quique";"Sovereign";"2";"FALSE";S 550;;
"Ejus donum dignanter . rite refert cum ceteris Wulfric miles de perenni huius ruris libertate quod sibi nunc atque suis contulerat heredibus perfruendum in Burgtone nuncupatum";"Wulfric";"Miles";"3";"FALSE";S 550;;
"+ Ego Eddredus rex Anglorum prefatam donacionem sub sigillo sancte crucis indeclinabiliter consensi atque roboravi .";"Eddredus";"Sovereign";"1";"FALSE";S 551;;
"+ Ego Eadgif ejusdem regis mater cum sigillo sancte crucis consignavi .";"Eadgif";"unknown";"2";"FALSE";S 551;;
"+ Ego Oda Dorobornensis ecclesie archiepiscopus ejusdem regis principatum et benevolenciam sub sigillo sancte crucis conclusi sub testimonio aliorum multorum .";"Oda";"Archbishop";"3";"FALSE";S 551;;
"Eadrus rex roborauit";"Eadrus";"Sovereign";"1";"FALSE";S 552a;;
"Oda quoque archipresul";"Oda";"Archbishop";"2";"FALSE";S 552a;;
"Wolfstan archiepiscopus Þeodred";"Wolfstan";"Archbishop";"3";"FALSE";S 552a;;
"Elfheahh pontifices";"Elfheahh";"unknown";"4";"FALSE";S 552a;;
"Elfred antistites";"Elfred";"unknown";"5";"FALSE";S 552a;;
"Elfric antistites";"Elfric";"unknown";"6";"FALSE";S 552a;;
"Wulfsigei presules";"Wulfsigei";"unknown";"7";"FALSE";S 552a;;
"Eþelgar presules Coenwald";"Eþelgar";"unknown";"8";"FALSE";S 552a;;
"Wulfhelm episcopi Cenesige";"Wulfhelm";"Bishop";"9";"FALSE";S 552a;;
"Aldred episcopi";"Aldred";"Bishop";"10";"FALSE";S 552a;;
"Eadgeofu";"Eadgeofu";"None";"11";"FALSE";S 552a;;
"Howel regulusj cum Morcante Ethelstan comes";"Howel";"unknown";"12";"FALSE";S 552a;;
"Alfhelm dux Ethelmund";"Alfhelm";"Dux";"13";"FALSE";S 552a;;
"Utred eorl";"Utred";"None";"14";"FALSE";S 552a;;
"Osulf Bebbanburg";"Osulf";"None";"15";"FALSE";S 552a;;
"Gunner eorl Urm";"Gunner";"None";"16";"FALSE";S 552a;;
"Morcar";"Morcar";"None";"17";"FALSE";S 552a;;
"Scule eorl";"Scule";"None";"18";"FALSE";S 552a;;
"Elfgar princeps";"Elfgar";"unknown";"19";"FALSE";S 552a;;
"Edmund dux";"Edmund";"Dux";"20";"FALSE";S 552a;;
"Wulfric preses";"Wulfric";"unknown";"21";"FALSE";S 552a;;
"Bertferde þegnk Elfnodl miles";"Bertferde";"Miles";"22";"FALSE";S 552a;;
"Ethelgeard þegnk";"Ethelgeard";"None";"23";"FALSE";S 552a;;
"Wigstand abbud";"Wigstand";"Abbot";"24";"FALSE";S 552a;;
"Dunstan Eadred abbud";"Dunstan";"Abbot";"25";"FALSE";S 552a;;
"Osricm miles";"Osricm";"Miles";"26";"FALSE";S 552a;;
"Osweard þegnk";"Osweard";"None";"27";"FALSE";S 552a;;
"Oswulf miles";"Oswulf";"Miles";"28";"FALSE";S 552a;;
"Ethelsige þegnk";"Ethelsige";"None";"29";"FALSE";S 552a;;
"Eadhelm abbud";"Eadhelm";"Abbot";"30";"FALSE";S 552a;;
"Ego Eadredus rex Anglorum prefatam donationem sub sigillo sancte crucis indeclinabiliter consensi atque roboraui.";"Eadredus";"Sovereign";"1";"FALSE";S 552;;
"Ego Eadgifu eiusdem 'regis' mater cum sigillo sancte crucis confirmaui.";"Eadgifu";"Queen";"2";"FALSE";S 552;;
"Ego Oda Dorobornensis æcclesie archiepiscopus eiusdem regis principatum et beniuolentiam sub sigillo sancte crucis conclusi.";"Oda";"Archbishop";"3";"FALSE";S 552;;
"Ego Wulfstanus archons diuine seruitutis officio mancipatus Eborace ciuitatis archiepiscopus sigillum sancte crucis impressi.";"Wulfstanus";"Archbishop";"4";"FALSE";S 552;;
"Ego Þeodred Lundoniensis æcclesie episcopus corroboraui.";"Þeodred";"Bishop";"5";"FALSE";S 552;;
"Ego Ælfheah Wintaniensis æcclesie episcopus testudinem sancte crucis subscripsi et confirmaui.";"Ælfheah";"Bishop";"6";"FALSE";S 552;;
"Ego Wulfsige episcopus consensum prebui figens crucem.";"Wulfsige";"Bishop";"7";"FALSE";S 552;;
"Ego Ælfric episcopus donum regis confirmaui.";"Ælfric";"Bishop";"8";"FALSE";S 552;;
"Ego Æþelgar episcopus crucis uexillo corroboraui.";"Æþelgar";"Bishop";"9";"FALSE";S 552;;
"Ego Ælfred episcopus crucis modum depinxi.";"Ælfred";"Bishop";"10";"FALSE";S 552;;
"Eadmund dux";"Eadmund";"Dux";"11";"FALSE";S 552;;
"Ealhhelm dux";"Ealhhelm";"Dux";"12";"FALSE";S 552;;
"Aþelmund dux";"Aþelmund";"Dux";"13";"FALSE";S 552;;
"Ælfgar dux";"Ælfgar";"Dux";"14";"FALSE";S 552;;
"Wulfric minister";"Wulfric";"Minister";"15";"FALSE";S 552;;
"Ælfsige minister";"Ælfsige";"Minister";"16";"FALSE";S 552;;
"Wulfric minister";"Wulfric";"Minister";"17";"FALSE";S 552;;
"Ælfric minister";"Ælfric";"Minister";"18";"FALSE";S 552;;
"Æþelsige minister";"Æþelsige";"Minister";"19";"FALSE";S 552;;
"Æþelgeard . minister.";"Æþelgeard";"Minister";"20";"FALSE";S 552;;
"Ælfheah . minister.";"Ælfheah";"Minister";"21";"FALSE";S 552;;
"Æþeric . minister.";"Æþeric";"Minister";"22";"FALSE";S 552;;
"Ælfred . minister.";"Ælfred";"Minister";"23";"FALSE";S 552;;
"Osferþ . minister.";"Osferþ";"Minister";"24";"FALSE";S 552;;
"+ Ego Eadredus rex Anglorum prefatam donationem firmavi ut firmum permaneat et signum triumphale agiæ crucis propriæ manus depinctione impressi";"Eadredus";"Sovereign";"1";"FALSE";S 553;;
"+ Ego Eadgifu genetrix prefati regis consensum præbui";"Eadgifu";"unknown";"2";"FALSE";S 553;;
"+ Ego Oda archiepiscopus ejusdem regis principatum et benevolentiam sub sigillo sanctæ crucis conclusi";"Oda";"Archbishop";"3";"FALSE";S 553;;
"+ Ego Wulfstanus archiepiscopus consensi et subscripsi";"Wulfstanus";"Archbishop";"4";"FALSE";S 553;;
"+ Ego Ælfsige episcopus consensi et subscripsi";"Ælfsige";"Bishop";"5";"FALSE";S 553;;
